node,betweeness_centrality,node_type
WDR26,0.0,gene/protein
PRKAB1,0.0,gene/protein
NCOA3,0.0,gene/protein
MTMR4,0.0,gene/protein
RET,0.0,gene/protein
TTBK1,0.0,gene/protein
RPL13A,0.0,gene/protein
DUSP16,0.0,gene/protein
GALM,0.0,gene/protein
RPS6KA1,0.0,gene/protein
DAPK2,0.0,gene/protein
EED,0.0,gene/protein
ITGA6,0.0,gene/protein
WDR4,0.0,gene/protein
MAP3K14,0.0,gene/protein
CXCR4,0.0,gene/protein
UBE2F,0.0,gene/protein
TAF5,0.0,gene/protein
TXK,0.0,gene/protein
TIFA,0.0,gene/protein
AAAS,0.0,gene/protein
DBNL,0.0,gene/protein
RPS6KC1,0.0,gene/protein
TOP3B,0.0,gene/protein
UBE2E3,0.0,gene/protein
C1orf52,0.0,gene/protein
GSPT1,0.0,gene/protein
WNT4,0.0,gene/protein
RAE1,0.0,gene/protein
WDFY2,0.0,gene/protein
TDP2,0.0,gene/protein
SPOP,0.0,gene/protein
MAVS,0.0,gene/protein
ZFYVE9,0.0,gene/protein
LMTK2,0.0,gene/protein
toxin biosynthetic process,0.0,biological_process
exogenous drug catabolic process,0.0,biological_process
monocarboxylic acid metabolic process,0.0,biological_process
dibenzo-p-dioxin metabolic process,0.0,biological_process
drug catabolic process,0.0,biological_process
alkaloid metabolic process,0.0,biological_process
heterocycle metabolic process,0.0,biological_process
SIVA1,0.0,gene/protein
H2BC7,0.0,gene/protein
response to immobilization stress,0.0,biological_process
FECH,0.0,gene/protein
estrogen metabolic process,0.0,biological_process
long-chain fatty acid biosynthetic process,0.0,biological_process
retinol metabolic process,0.0,biological_process
Hepatomegaly,0.0,effect/phenotype
Splenomegaly,0.0,effect/phenotype
POR,0.0,gene/protein
BFAR,0.0,gene/protein
C5AR1,0.0,gene/protein
METRNL,0.0,gene/protein
BNIP3,0.0,gene/protein
Abnormality of the endocrine system,0.0,effect/phenotype
TRNL1,0.0,gene/protein
TRNK,0.0,gene/protein
PPP1CC,0.0,gene/protein
RIC3,0.0,gene/protein
monoterpenoid metabolic process,0.0,biological_process
regulation of mitochondrial membrane permeability,0.0,biological_process
negative regulation of execution phase of apoptosis,0.0,biological_process
negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage,0.0,biological_process
apoptotic process in bone marrow cell,0.0,biological_process
EIF2S3,0.0,gene/protein
cellular response to alkaloid,0.0,biological_process
extrinsic apoptotic signaling pathway in absence of ligand,0.0,biological_process
cellular response to gamma radiation,0.0,biological_process
CRYAA,0.0,gene/protein
PGAM5,0.0,gene/protein
LARP1,0.0,gene/protein
RBM5,0.0,gene/protein
UBE2G2,0.0,gene/protein
WDR12,0.0,gene/protein
PREB,0.0,gene/protein
C1orf159,0.0,gene/protein
Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2,0.0,pathway
NOXO1,0.0,gene/protein
G beta:gamma signalling through PI3Kgamma,0.0,pathway
G-protein activation,0.0,pathway
PXN,0.0,gene/protein
RAP1GAP,0.0,gene/protein
CCNYL1,0.0,gene/protein
GEMIN5,0.0,gene/protein
GRIN2D,0.0,gene/protein
STK38L,0.0,gene/protein
AKR1B1,0.0,gene/protein
response to aldosterone,0.0,biological_process
porphyrin-containing compound metabolic process,0.0,biological_process
cellular response to amino acid stimulus,0.0,biological_process
PGRMC1,0.0,gene/protein
ABHD16A,0.0,gene/protein
PRKD2,0.0,gene/protein
WIPI1,0.0,gene/protein
NTHL1,0.0,gene/protein
ZNF219,0.0,gene/protein
in utero embryonic development,0.0,biological_process
germ cell development,0.0,biological_process
positive regulation of cell population proliferation,0.0,biological_process
intrinsic apoptotic signaling pathway in response to DNA damage,0.0,biological_process
AVEN,0.0,gene/protein
regulation of gene expression,0.0,biological_process
cellular respiration,0.0,biological_process
Biosynthesis of protectins,0.0,pathway
GNB1L,0.0,gene/protein
ITGA4,0.0,gene/protein
AGAP2,0.0,gene/protein
ZNF74,0.0,gene/protein
SDCBP,0.0,gene/protein
ACTR2,0.0,gene/protein
AKT1S1,0.0,gene/protein
TAB1,0.0,gene/protein
LZTR1,0.0,gene/protein
YTHDC1,0.0,gene/protein
ASXL1,0.0,gene/protein
TNFRSF10B,0.0,gene/protein
TPP2,0.0,gene/protein
H2AC8,0.0,gene/protein
SNORD34,0.0,gene/protein
PES1,0.0,gene/protein
DSTYK,0.0,gene/protein
PTPRC,0.0,gene/protein
FBXW5,0.0,gene/protein
NKTR,0.0,gene/protein
PAFAH1B1,0.0,gene/protein
EIF2AK4,0.0,gene/protein
UBE2J2,0.0,gene/protein
STAT5B,0.0,gene/protein
TSPAN13,0.0,gene/protein
CAND2,0.0,gene/protein
SMU1,0.0,gene/protein
RAB36,0.0,gene/protein
DHH,0.0,gene/protein
positive regulation of blood vessel endothelial cell migration,0.0,biological_process
SEPTIN5,0.0,gene/protein
DISP2,0.0,gene/protein
PEX7,0.0,gene/protein
TRAF7,0.0,gene/protein
WDR43,0.0,gene/protein
STK10,0.0,gene/protein
IL5,0.0,gene/protein
DYRK4,0.0,gene/protein
TMEM115,0.0,gene/protein
PPFIA1,0.0,gene/protein
CFAP251,0.0,gene/protein
RARG,0.0,gene/protein
DGCR8,0.0,gene/protein
PUF60,0.0,gene/protein
UBE2W,0.0,gene/protein
H4C2,0.0,gene/protein
CDC42BPG,0.0,gene/protein
H2AC17,0.0,gene/protein
NLE1,0.0,gene/protein
HSH2D,0.0,gene/protein
RAN,0.0,gene/protein
IL3,0.0,gene/protein
DCAF16,0.0,gene/protein
LAMTOR3,0.0,gene/protein
DENR,0.0,gene/protein
PAK2,0.0,gene/protein
DCAF5,0.0,gene/protein
WDR6,0.0,gene/protein
PLAA,0.0,gene/protein
CARD11,0.0,gene/protein
RANBP3,0.0,gene/protein
CORO6,0.0,gene/protein
DMXL2,0.0,gene/protein
AKTIP,0.0,gene/protein
PTPRE,0.0,gene/protein
STK39,0.0,gene/protein
BRWD1,0.0,gene/protein
PAK4,0.0,gene/protein
ACAD8,0.0,gene/protein
WDR74,0.0,gene/protein
STAT5A,0.0,gene/protein
TICAM2,0.0,gene/protein
SP100,0.0,gene/protein
pituitary gland development,0.0,biological_process
positive regulation of inflammatory response,0.0,biological_process
WWP2,0.0,gene/protein
ELP2,0.0,gene/protein
STXBP5,0.0,gene/protein
SCOC,0.0,gene/protein
SIK1,0.0,gene/protein
CTU2,0.0,gene/protein
DNAJC5,0.0,gene/protein
SCRIB,0.0,gene/protein
CDK10,0.0,gene/protein
H1-2,0.0,gene/protein
AMBRA1,0.0,gene/protein
USP8,0.0,gene/protein
FAM135A,0.0,gene/protein
ARHGAP12,0.0,gene/protein
SEC31A,0.0,gene/protein
ERCC6L2,0.0,gene/protein
UTP15,0.0,gene/protein
PI4KA,0.0,gene/protein
CTDSP1,0.0,gene/protein
PHKG2,0.0,gene/protein
C21orf62-AS1,0.0,gene/protein
STK17B,0.0,gene/protein
TESK1,0.0,gene/protein
RSPH14,0.0,gene/protein
RNF111,0.0,gene/protein
TMEM59,0.0,gene/protein
TBC1D31,0.0,gene/protein
MAP3K1,0.0,gene/protein
AKAP13,0.0,gene/protein
NR1D1,0.0,gene/protein
CEP290,0.0,gene/protein
PIAS4,0.0,gene/protein
WNK1,0.0,gene/protein
RNF167,0.0,gene/protein
DCAF6,0.0,gene/protein
LATS1,0.0,gene/protein
CDKL5,0.0,gene/protein
COASY,0.0,gene/protein
WDR20,0.0,gene/protein
NDC1,0.0,gene/protein
AZI2,0.0,gene/protein
FBXW4,0.0,gene/protein
H2BC5,0.0,gene/protein
ITGA5,0.0,gene/protein
female pregnancy,0.0,biological_process
TLE2,0.0,gene/protein
WDR88,0.0,gene/protein
ACTBL2,0.0,gene/protein
H2BC12,0.0,gene/protein
SDF2L1,0.0,gene/protein
SPAG9,0.0,gene/protein
PIM2,0.0,gene/protein
NSMAF,0.0,gene/protein
CCDC90B,0.0,gene/protein
SKAP1,0.0,gene/protein
CCNJ,0.0,gene/protein
ACTR3B,0.0,gene/protein
SNIP1,0.0,gene/protein
ACAP1,0.0,gene/protein
SMURF1,0.0,gene/protein
NEK11,0.0,gene/protein
ABI1,0.0,gene/protein
TTC3,0.0,gene/protein
CCNL1,0.0,gene/protein
SLC25A1,0.0,gene/protein
TMEM209,0.0,gene/protein
MAP2K5,0.0,gene/protein
RGS19,0.0,gene/protein
UBE2L3,0.0,gene/protein
ACTR1A,0.0,gene/protein
IL21,0.0,gene/protein
negative regulation of cholesterol efflux,0.0,biological_process
regulation of high-density lipoprotein particle assembly,0.0,biological_process
negative regulation of leukocyte adhesion to vascular endothelial cell,0.0,biological_process
PRPH,0.0,gene/protein
MRPL12,0.0,gene/protein
CXCL8,0.0,gene/protein
CST4,0.0,gene/protein
AMY1C,0.0,gene/protein
ADORA2B mediated anti-inflammatory cytokines production,0.0,pathway
SIGLEC6,0.0,gene/protein
FUT5,0.0,gene/protein
PSMA2,0.0,gene/protein
GRB7,0.0,gene/protein
EEF1B2,0.0,gene/protein
CFB,0.0,gene/protein
CES1,0.0,gene/protein
CST3,0.0,gene/protein
IGHA2,0.0,gene/protein
BCL3,0.0,gene/protein
ACTC1,0.0,gene/protein
IGF2,0.0,gene/protein
CSF1R,0.0,gene/protein
ACTG2,0.0,gene/protein
negative regulation of interleukin-6 production,0.0,biological_process
FBXL2,0.0,gene/protein
AKAP8,0.0,gene/protein
negative regulation of metalloendopeptidase activity,0.0,biological_process
Hyperkinetic movements,0.0,effect/phenotype
TEX11,0.0,gene/protein
TXNRD1,0.0,gene/protein
Degradation of cysteine and homocysteine,0.0,pathway
EIF3C,0.0,gene/protein
regulation of lipid storage,0.0,biological_process
fatty acid metabolic process,0.0,biological_process
negative regulation of vascular endothelial growth factor production,0.0,biological_process
MIRLET7A3,0.0,gene/protein
lymphatic endothelial cell fate commitment,0.0,biological_process
optic placode formation involved in camera-type eye formation,0.0,biological_process
otic placode formation,0.0,biological_process
GPX3,0.0,gene/protein
HOTAIR,0.0,gene/protein
CYP26A1,0.0,gene/protein
THEM4,0.0,gene/protein
CIDEA,0.0,gene/protein
APOA4,0.0,gene/protein
COL12A1,0.0,gene/protein
COPB1,0.0,gene/protein
PRDM1,0.0,gene/protein
FGG,0.0,gene/protein
GLUD1,0.0,gene/protein
EGLN3,0.0,gene/protein
MACIR,0.0,gene/protein
FATE1,0.0,gene/protein
CHRM1,0.0,gene/protein
DNASE1L2,0.0,gene/protein
FOXF1,0.0,gene/protein
LTB4R,0.0,gene/protein
CYP8B1,0.0,gene/protein
GDI2,0.0,gene/protein
C2,0.0,gene/protein
FTH1,0.0,gene/protein
EPHX2,0.0,gene/protein
retina morphogenesis in camera-type eye,0.0,biological_process
ventricular cardiac muscle tissue morphogenesis,0.0,biological_process
positive regulation of protein tyrosine kinase activity,0.0,biological_process
positive regulation of cell cycle checkpoint,0.0,biological_process
endocardium formation,0.0,biological_process
NOX5,0.0,gene/protein
positive regulation of forebrain neuron differentiation,0.0,biological_process
hepatocyte cell migration,0.0,biological_process
cerebellar granule cell differentiation,0.0,biological_process
dentate gyrus development,0.0,biological_process
CTSE,0.0,gene/protein
SARS1,0.0,gene/protein
KLK3,0.0,gene/protein
KRT15,0.0,gene/protein
EIF1AX,0.0,gene/protein
NACA,0.0,gene/protein
LDHB,0.0,gene/protein
RPA3,0.0,gene/protein
CD74,0.0,gene/protein
IL12RB1,0.0,gene/protein
positive regulation of cell cycle,0.0,biological_process
dorsal spinal cord development,0.0,biological_process
negative regulation of amyloid-beta clearance,0.0,biological_process
ventricular cardiac myofibril assembly,0.0,biological_process
MTFR2,0.0,gene/protein
positive regulation of neural precursor cell proliferation,0.0,biological_process
skeletal muscle thin filament assembly,0.0,biological_process
HNRNPH3,0.0,gene/protein
LCN2,0.0,gene/protein
FCGRT,0.0,gene/protein
BCL2A1,0.0,gene/protein
IL12A,0.0,gene/protein
ACTG1,0.0,gene/protein
PFDN2,0.0,gene/protein
PSAP,0.0,gene/protein
PTMS,0.0,gene/protein
ATP6V1B1,0.0,gene/protein
SERPINH1,0.0,gene/protein
C4BPA,0.0,gene/protein
EEF1D,0.0,gene/protein
ACO2,0.0,gene/protein
RPL30,0.0,gene/protein
NKX2-5,0.0,gene/protein
IAPP,0.0,gene/protein
NCBP1,0.0,gene/protein
PPA1,0.0,gene/protein
DMD,0.0,gene/protein
SERPINB1,0.0,gene/protein
Regulation of HSF1-mediated heat shock response,0.0,pathway
protein depropionylation,0.0,biological_process
olfactory placode formation,0.0,biological_process
CYP27A1,0.0,gene/protein
CCR6,0.0,gene/protein
PLXNA2,0.0,gene/protein
ING5,0.0,gene/protein
AGER,0.0,gene/protein
MITF,0.0,gene/protein
SLC25A5,0.0,gene/protein
CXCL10,0.0,gene/protein
CRP,0.0,gene/protein
AMPD3,0.0,gene/protein
CD40,0.0,gene/protein
ITGB4,0.0,gene/protein
CARS1,0.0,gene/protein
GORASP2,0.0,gene/protein
ZNF417,0.0,gene/protein
histone H4-K12 acetylation,0.0,biological_process
RAF activation,0.0,pathway
Signaling by MRAS-complex mutants,0.0,pathway
APOC3,0.0,gene/protein
F10,0.0,gene/protein
GTF2F1,0.0,gene/protein
ETV4,0.0,gene/protein
ELF3,0.0,gene/protein
RLN1,0.0,gene/protein
ACP1,0.0,gene/protein
FABP4,0.0,gene/protein
CBS,0.0,gene/protein
GH1,0.0,gene/protein
SARDH,0.0,gene/protein
G6PC1,0.0,gene/protein
HMGB2,0.0,gene/protein
NOP16,0.0,gene/protein
ASH1L,0.0,gene/protein
DPP10,0.0,gene/protein
NDRG1,0.0,gene/protein
TRMT11,0.0,gene/protein
CLSTN2,0.0,gene/protein
CCDC134,0.0,gene/protein
BMPER,0.0,gene/protein
actin cytoskeleton organization,0.0,biological_process
JDP2,0.0,gene/protein
OIT3,0.0,gene/protein
HEBP2,0.0,gene/protein
CKAP2L,0.0,gene/protein
MACROD2,0.0,gene/protein
DDX54,0.0,gene/protein
AMY1A,0.0,gene/protein
IFT88,0.0,gene/protein
OLFML2A,0.0,gene/protein
TRNT1,0.0,gene/protein
AMACR,0.0,gene/protein
CYP7B1,0.0,gene/protein
TJP2,0.0,gene/protein
ADCY5,0.0,gene/protein
MIR1260A,0.0,gene/protein
SLC11A2,0.0,gene/protein
LARGE1,0.0,gene/protein
BTBD11,0.0,gene/protein
SRMS,0.0,gene/protein
TOP1,0.0,gene/protein
SERPINE1,0.0,gene/protein
CASP12,0.0,gene/protein
C1QTNF6,0.0,gene/protein
SLC29A3,0.0,gene/protein
MIR1228,0.0,gene/protein
MARCO,0.0,gene/protein
BAP1,0.0,gene/protein
XAGE1B,0.0,gene/protein
TRIO,0.0,gene/protein
DICER1,0.0,gene/protein
NUDCD3,0.0,gene/protein
SNHG11,0.0,gene/protein
TMEM132D,0.0,gene/protein
SPATA21,0.0,gene/protein
DCD,0.0,gene/protein
HIGD2A,0.0,gene/protein
ZNF23,0.0,gene/protein
BTG2,0.0,gene/protein
SKA1,0.0,gene/protein
PDRG1,0.0,gene/protein
HSDL2,0.0,gene/protein
OAT,0.0,gene/protein
PLS1,0.0,gene/protein
GRIK2,0.0,gene/protein
ZIC2,0.0,gene/protein
RAC3 GTPase cycle,0.0,pathway
response to cAMP,0.0,biological_process
CYBB,0.0,gene/protein
APPBP2,0.0,gene/protein
LATS2,0.0,gene/protein
Postprandial hyperglycemia,0.0,effect/phenotype
TP53AIP1,0.0,gene/protein
Tachycardia,0.0,effect/phenotype
MIR520B,0.0,gene/protein
TOPBP1,0.0,gene/protein
Hypothermia,0.0,effect/phenotype
cysteine metabolic process,0.0,biological_process
RAC1 GTPase cycle,0.0,pathway
regulation of actin cytoskeleton reorganization,0.0,biological_process
positive regulation of BMP signaling pathway,0.0,biological_process
NOTCH2 Activation and Transmission of Signal to the Nucleus,0.0,pathway
ASPG,0.0,gene/protein
SERTAD1,0.0,gene/protein
TRA,0.0,gene/protein
TRH,0.0,gene/protein
PNPT1,0.0,gene/protein
WDR62,0.0,gene/protein
SLC25A47,0.0,gene/protein
FCN3,0.0,gene/protein
SRPX,0.0,gene/protein
CCBE1,0.0,gene/protein
IL20,0.0,gene/protein
TTC36,0.0,gene/protein
UROC1,0.0,gene/protein
COX7B2,0.0,gene/protein
NLRC3,0.0,gene/protein
DCAF4L2,0.0,gene/protein
GLRX5,0.0,gene/protein
ZNF785,0.0,gene/protein
ZNF354C,0.0,gene/protein
KIF18B,0.0,gene/protein
actin cytoskeleton reorganization,0.0,biological_process
lens development in camera-type eye,0.0,biological_process
RAD54L,0.0,gene/protein
RSPO3,0.0,gene/protein
CENPW,0.0,gene/protein
MICA,0.0,gene/protein
NKILA,0.0,gene/protein
ADGRG7,0.0,gene/protein
HCRT,0.0,gene/protein
RNF157,0.0,gene/protein
MFSD2A,0.0,gene/protein
ZIC4,0.0,gene/protein
CNDP1,0.0,gene/protein
TIMD4,0.0,gene/protein
ALAS2,0.0,gene/protein
ABCB7,0.0,gene/protein
ACOX2,0.0,gene/protein
CDCA5,0.0,gene/protein
negative regulation of bile acid biosynthetic process,0.0,biological_process
branching involved in pancreas morphogenesis,0.0,biological_process
positive regulation of adipose tissue development,0.0,biological_process
LRRC7,0.0,gene/protein
Regulation of FOXO transcriptional activity by acetylation,0.0,pathway
negative regulation of cAMP-dependent protein kinase activity,0.0,biological_process
negative regulation of androgen receptor signaling pathway,0.0,biological_process
negative regulation of cellular response to testosterone stimulus,0.0,biological_process
ZNF550,0.0,gene/protein
triglyceride mobilization,0.0,biological_process
LINC00221,0.0,gene/protein
SKA3,0.0,gene/protein
PHGDH,0.0,gene/protein
PTPRO,0.0,gene/protein
ZIC5,0.0,gene/protein
CNTNAP4,0.0,gene/protein
ZNF365,0.0,gene/protein
negative regulation of cellular senescence,0.0,biological_process
HNRNPA1L2,0.0,gene/protein
positive regulation of smooth muscle cell differentiation,0.0,biological_process
regulation of signal transduction,0.0,biological_process
MIR2116,0.0,gene/protein
SLC22A10,0.0,gene/protein
ASPM,0.0,gene/protein
FAM111B,0.0,gene/protein
FAM72B,0.0,gene/protein
P2RY11,0.0,gene/protein
MIR615,0.0,gene/protein
TICRR,0.0,gene/protein
PENK,0.0,gene/protein
MOG,0.0,gene/protein
MIR1301,0.0,gene/protein
TNFSF4,0.0,gene/protein
KLF11,0.0,gene/protein
TAC1,0.0,gene/protein
CEL,0.0,gene/protein
MIR539,0.0,gene/protein
FAF2,0.0,gene/protein
positive regulation of neuron apoptotic process,0.0,biological_process
cellular extravasation,0.0,biological_process
muscle contraction,0.0,biological_process
negative regulation of epidermal growth factor receptor signaling pathway,0.0,biological_process
cell-matrix adhesion,0.0,biological_process
LAMA1,0.0,gene/protein
negative regulation of type B pancreatic cell apoptotic process,0.0,biological_process
cellular component disassembly involved in execution phase of apoptosis,0.0,biological_process
SLC17A2,0.0,gene/protein
neutrophil chemotaxis,0.0,biological_process
PTPRK,0.0,gene/protein
MARCHF7,0.0,gene/protein
STAP1,0.0,gene/protein
MAST4,0.0,gene/protein
protein processing,0.0,biological_process
endothelin maturation,0.0,biological_process
Regulation of insulin secretion,0.0,pathway
bradykinin catabolic process,0.0,biological_process
calcitonin catabolic process,0.0,biological_process
TRPM8,0.0,gene/protein
NIM1K,0.0,gene/protein
NISCH,0.0,gene/protein
ANKAR,0.0,gene/protein
MLF1,0.0,gene/protein
positive regulation of protein kinase B signaling,0.0,biological_process
WDR11,0.0,gene/protein
Regulation of gene expression in early pancreatic precursor cells,0.0,pathway
type B pancreatic cell differentiation,0.0,biological_process
detection of glucose,0.0,biological_process
positive regulation of cell death,0.0,biological_process
transcription by RNA polymerase II,0.0,biological_process
MAGED1,0.0,gene/protein
TBK1,0.0,gene/protein
GTF3C2,0.0,gene/protein
central nervous system development,0.0,biological_process
peptide hormone processing,0.0,biological_process
embryonic digit morphogenesis,0.0,biological_process
SSR4,0.0,gene/protein
APBB3,0.0,gene/protein
FYB1,0.0,gene/protein
IKBKE,0.0,gene/protein
GAS1,0.0,gene/protein
CDK12,0.0,gene/protein
substance P catabolic process,0.0,biological_process
PTPRU,0.0,gene/protein
PKP3,0.0,gene/protein
glucose homeostasis,0.0,biological_process
PRKD3,0.0,gene/protein
ITCH,0.0,gene/protein
RPSA,0.0,gene/protein
PDK2,0.0,gene/protein
PKD1L1-AS1,0.0,gene/protein
interleukin-7-mediated signaling pathway,0.0,biological_process
hormone catabolic process,0.0,biological_process
NPB,0.0,gene/protein
positive regulation of receptor recycling,0.0,biological_process
NCL,0.0,gene/protein
H4C9,0.0,gene/protein
MFNG,0.0,gene/protein
TRAF3IP2,0.0,gene/protein
MAP4K5,0.0,gene/protein
response to glucocorticoid,0.0,biological_process
STRAP,0.0,gene/protein
SLF2,0.0,gene/protein
PTP4A3,0.0,gene/protein
PTPRD,0.0,gene/protein
FBXW8,0.0,gene/protein
IFNAR1,0.0,gene/protein
TCEANC2,0.0,gene/protein
SNORD35B,0.0,gene/protein
RBBP5,0.0,gene/protein
ADAM33,0.0,gene/protein
BAG2,0.0,gene/protein
erythrocyte homeostasis,0.0,biological_process
liver regeneration,0.0,biological_process
response to drug,0.0,biological_process
inner ear morphogenesis,0.0,biological_process
regulation of heart rate by cardiac conduction,0.0,biological_process
gene expression,0.0,biological_process
SH3GLB1,0.0,gene/protein
Heme signaling,0.0,pathway
positive regulation of apoptotic process,0.0,biological_process
small GTPase mediated signal transduction,0.0,biological_process
negative regulation of mast cell cytokine production,0.0,biological_process
response to oxidative stress,0.0,biological_process
regulation of gene expression by genetic imprinting,0.0,biological_process
potassium ion transmembrane transport,0.0,biological_process
GNG12,0.0,gene/protein
transmembrane transport,0.0,biological_process
Extra-nuclear estrogen signaling,0.0,pathway
Prostacyclin signalling through prostacyclin receptor,0.0,pathway
RAB5B,0.0,gene/protein
FAM83H,0.0,gene/protein
NOTCH2NLA,0.0,gene/protein
adenylate cyclase-modulating G protein-coupled receptor signaling pathway,0.0,biological_process
GNG11,0.0,gene/protein
VAPB,0.0,gene/protein
positive regulation of macroautophagy,0.0,biological_process
VTN,0.0,gene/protein
FOXO6,0.0,gene/protein
response to ischemia,0.0,biological_process
negative regulation of epithelial cell apoptotic process,0.0,biological_process
heme oxidation,0.0,biological_process
Purinergic signaling in leishmaniasis infection,0.0,pathway
response to estrogen,0.0,biological_process
endothelial cell proliferation,0.0,biological_process
GNG5,0.0,gene/protein
LIMK1,0.0,gene/protein
response to alkaloid,0.0,biological_process
PI3K Cascade,0.0,pathway
VMA21,0.0,gene/protein
Ion homeostasis,0.0,pathway
Defective ABCC8 can cause hypo- and hyper-glycemias,0.0,pathway
ATP sensitive Potassium channels,0.0,pathway
ABC-family proteins mediated transport,0.0,pathway
regulation of hormone metabolic process,0.0,biological_process
activation of MAPK activity,0.0,biological_process
cellular response to nicotine,0.0,biological_process
positive regulation of cation channel activity,0.0,biological_process
nervous system process,0.0,biological_process
regulation of ion transmembrane transport,0.0,biological_process
regulation of membrane potential,0.0,biological_process
inorganic cation transmembrane transport,0.0,biological_process
FKBP10,0.0,gene/protein
response to ATP,0.0,biological_process
NDUFA6,0.0,gene/protein
CEND1,0.0,gene/protein
KRTAP17-1,0.0,gene/protein
neuron projection morphogenesis,0.0,biological_process
extracellular matrix organization,0.0,biological_process
positive regulation of phosphoprotein phosphatase activity,0.0,biological_process
LMAN2L,0.0,gene/protein
cellular chloride ion homeostasis,0.0,biological_process
regulation of heart contraction,0.0,biological_process
sodium ion transport,0.0,biological_process
KCNQ2,0.0,gene/protein
KCNE2,0.0,gene/protein
AKAP9,0.0,gene/protein
smooth muscle hyperplasia,0.0,biological_process
sensory perception of sound,0.0,biological_process
Voltage gated Potassium channels,0.0,pathway
Phase 3 - rapid repolarisation,0.0,pathway
Phase 2 - plateau phase,0.0,pathway
wound healing involved in inflammatory response,0.0,biological_process
UBE2D2,0.0,gene/protein
MAP3K9,0.0,gene/protein
PCNX1,0.0,gene/protein
CAMK1,0.0,gene/protein
WDR33,0.0,gene/protein
NOTCH4,0.0,gene/protein
PQBP1,0.0,gene/protein
REV1,0.0,gene/protein
RPS26,0.0,gene/protein
KLHL22,0.0,gene/protein
MEIS1,0.0,gene/protein
HEXB,0.0,gene/protein
NAP1L4,0.0,gene/protein
POLR2E,0.0,gene/protein
ETFB,0.0,gene/protein
AMFR,0.0,gene/protein
EIF3E,0.0,gene/protein
NRG2,0.0,gene/protein
APRT,0.0,gene/protein
Integrin cell surface interactions,0.0,pathway
Laminin interactions,0.0,pathway
Other semaphorin interactions,0.0,pathway
PELI1,0.0,gene/protein
SPAG16,0.0,gene/protein
KSR1,0.0,gene/protein
VRK1,0.0,gene/protein
ERCC6,0.0,gene/protein
ARHGAP27,0.0,gene/protein
DCAF11,0.0,gene/protein
CCNI,0.0,gene/protein
BTBD10,0.0,gene/protein
HOXD13,0.0,gene/protein
KCNB1,0.0,gene/protein
RHOH,0.0,gene/protein
STX2,0.0,gene/protein
OBSCN,0.0,gene/protein
postsynapse organization,0.0,biological_process
HOXA13,0.0,gene/protein
DES,0.0,gene/protein
MIF,0.0,gene/protein
HSP90AB3P,0.0,gene/protein
ACAT1,0.0,gene/protein
ALDH7A1,0.0,gene/protein
DARS1,0.0,gene/protein
ACVR1,0.0,gene/protein
NME1,0.0,gene/protein
ENO3,0.0,gene/protein
MCM5,0.0,gene/protein
S100A11,0.0,gene/protein
BCAT1,0.0,gene/protein
BMP6,0.0,gene/protein
Autodegradation of the E3 ubiquitin ligase COP1,0.0,pathway
anaphase-promoting complex-dependent catabolic process,0.0,biological_process
KIF5B,0.0,gene/protein
EEF2,0.0,gene/protein
LGMN,0.0,gene/protein
ATP6V1A,0.0,gene/protein
PGK1,0.0,gene/protein
DGUOK,0.0,gene/protein
JUNB,0.0,gene/protein
acinar cell differentiation,0.0,biological_process
SHD,0.0,gene/protein
RUSC1,0.0,gene/protein
CEBPZ,0.0,gene/protein
RORA,0.0,gene/protein
embryonic retina morphogenesis in camera-type eye,0.0,biological_process
atrial cardiac muscle tissue morphogenesis,0.0,biological_process
venous blood vessel morphogenesis,0.0,biological_process
aorta smooth muscle tissue morphogenesis,0.0,biological_process
lens fiber cell morphogenesis,0.0,biological_process
pancreas development,0.0,biological_process
GTF2A1L,0.0,gene/protein
LAMTOR2,0.0,gene/protein
ACTR1B,0.0,gene/protein
PABPC1,0.0,gene/protein
positive regulation of phosphatidylinositol 3-kinase activity,0.0,biological_process
positive regulation of fatty acid beta-oxidation,0.0,biological_process
NCK2,0.0,gene/protein
PMPCB,0.0,gene/protein
RPL10A,0.0,gene/protein
PLP2,0.0,gene/protein
positive regulation of insulin receptor signaling pathway,0.0,biological_process
MINDY2,0.0,gene/protein
positive regulation of glucose import,0.0,biological_process
MRPL22,0.0,gene/protein
CYBRD1,0.0,gene/protein
POT1,0.0,gene/protein
PRKAR2A,0.0,gene/protein
CDC20B,0.0,gene/protein
cellular response to insulin stimulus,0.0,biological_process
DAAM1,0.0,gene/protein
AP1M1,0.0,gene/protein
pharyngeal system development,0.0,biological_process
ear development,0.0,biological_process
TCEA2,0.0,gene/protein
liver development,0.0,biological_process
PTGER4,0.0,gene/protein
TIAL1,0.0,gene/protein
PIK3CB,0.0,gene/protein
SMIM40,0.0,gene/protein
IRS4,0.0,gene/protein
SHC1,0.0,gene/protein
positive regulation of glycogen biosynthetic process,0.0,biological_process
insulin receptor signaling pathway,0.0,biological_process
insulin-like growth factor receptor signaling pathway,0.0,biological_process
positive regulation of glucose metabolic process,0.0,biological_process
negative regulation of insulin receptor signaling pathway,0.0,biological_process
MTRNR2L1,0.0,gene/protein
ACTR3,0.0,gene/protein
TRUB2,0.0,gene/protein
TGFBR2,0.0,gene/protein
LCP2,0.0,gene/protein
phosphatidylinositol-mediated signaling,0.0,biological_process
